,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url
10,퓨처 셀프,벤저민 하디,상상스퀘어,2023년 08월 30일,9791192389325,292,자기계발,"‘미래의 나’를 적용하는 과학 분야 세계 최고의 전문가,
자기계발 분야 파워블로거이자 베스트셀러 작가의 신작
세계적인 동기부여 전문가, 토니 로빈스 강력 추천!

현재와 미래를 더 가치 있게 바꾸고 싶다면,
‘미래의 나’와 연결하라!

살 날이 얼마 남지 않은 ‘미래의 내’가 현재로 시간 여행을 왔다고 상상해보자. ‘현재의 나’는 해야 할 일은 미뤄둔 채 소파에 누워 핸드폰을 보느라 시간 가는 줄 모른다. 당장 사고 싶은 것, 먹고 싶은 것에 생각 없이 돈을 쓰고, ‘다음 달의 나’에게 결제를 미룬다. 자극적이고 간편한 정크 푸드를 즐겨 먹으며 건강은 생각하지 않는다. 어린 자녀와 눈을 맞추고 시간을 보내기보다 잔소리와 고성이 오가는 전쟁 같은 하루하루를 보낸다. 이 모습을 본 ‘미래의 나’는 과연 어떤 말을 하고 싶을까? 혹시 지금의 내 모습과 크게 다르지 않다고 생각하는가? 미래의 모습이 그려지지 않는다면, 현재의 내가 좀 더 나은 모습이기를 원한다면 이 책이 해답을 제시해줄 것이다.

‘미래의 나는 어떤 모습일까?’라는 질문은 우리가 인생에서 쉽게 놓치는 중요한 진실에 이르게 한다. 즉, 미래의 나와 연결될수록 현재 더 나은 삶을 살게 된다는 것이다. 이 책은 미래의 내가 어떤 모습일지 깊이 생각해보고, 지금 그 사람이 되는 방법을 구체적으로 알려주는 인생 지침서이다. 상상한 미래 자아는 현실에서 원동력이 되어 목표와 우선순위가 달라지고, 이에 맞게 행동하게 만든다. 그렇기에 우리가 다시 예전 모습으로 돌아가려 하거나 의지가 약해질 때마다, 혹은 작은 성취를 맛본 후 다음 목표를 정해야 할 때 이 책을 옆에 두고 수시로 꺼내 보기를 권한다. 

이 책의 저자인 벤저민 하디는 저명한 조직심리학자로, ‘미래의 나’를 적용하는 과학 분야에서 세계 최고의 전문가다. ‘미래의 나’와 관련된 연구가 점점 많아지고 있는 가운데, 그는 이 주제를 완벽하게 다룬 책을 발표했다. 그의 오랜 연구 결과와 집약된 이론을 국내에서 책으로 만날 수 있게 된 것이다. 그는 팟캐스트와 유튜브, 웹사이트, 기업 강연을 통해서도 ‘미래의 자신’을 명확하게 하고, 목표한 방향으로 이끄는 실용적인 전략을 공유하며 많은 사람의 성장과 발전을 돕고 있다. 

이 책은 크게 세 파트로 구성되어 있다. 파트1은 ‘미래의 나’를 위협하는 요인 7가지를, 파트2는 ‘미래의 나’에 대한 진실 7가지를, 파트3은 ‘미래의 내’가 되는 7단계를 구체적으로 제시한다. 각 단계마다 자신을 점검해볼 수 있는 체크리스트와, 미래의 나와 연결하는 활동들이 포함된 워크지를 제공하고 있다. 또한 각 장의 핵심 내용은 일러스트를 통해 기억에 선명하게 남도록 도와주고, 파트가 끝날 때마다 KEY POINT로 요약해서 정리해준다. 특히 ‘미래의 나’와 연결하는 것이 중요하다는 점을 유명인들의 일화를 통해 소개해 재미를 더하고, 쉽게 이해할 수 있도록 설명한다. 이 책은 단순히 ‘미래의 나’를 생각에서 그치지 않고 행동하게 만드는 구체적인 방법을 제시한다는 점에서 당신의 삶을 변화시키는 데 최고의 안내자 역할을 할 것이다. 




                                                ",122090360.jpg
11,디 에센셜 한강,한강,문학동네,2023년 06월 01일,9788954693462,364,소설/시/희곡,"디 에센셜 한강한강 작가의 장편소설, 단편소설, 시, 산문을 한 권으로 만난다! 작가의 핵심 작품들을 큐레이팅하여 한 권으로 엮은 스페셜 에디션 ‘디 에센셜The essential’. 문학동네에서 출시하는 디 에센셜 한국작가 편은 ‘센세이션’이라는 키워드 아래, 독자들에게 강렬한 독서 경험을 선사하며 한국문학에 센세이션을 일으킨 작가를 선정한다. 작가의 작품세계를 고루 조망해 수록작을 선정하고 표지와 편집을 새로이 한 ‘디 에센셜 한국작가 편’을 한국문학에 입문하는 첫 책으로, 혹은 한국작가를 재발견하는 기회로 두루 누려주시길 바란다. 첫번째 작가는 한강이다. 한강 작가는 1993년 등단 후 30년간 문학이 삶에 제기하는 근본적인 물음─인간은 어떻게 서로를 믿고 사랑하는가, 세상은 왜 이토록 아름다우며 동시에 잔인한가, 상실과 고통 앞에 인간은 무엇을 할 수 있나─을 정면으로 마주한 작품을 다양한 장르로 써왔다. 소설과 시뿐만 아니라 어른을 위한 동화나 자신이 직접 만들고 부른 노래와 글을 함께 담은 산문집, 시와 소설이 어우러진 작품집 등을 꾸준히 펴냈다. 뿐만 아니라 미디어 아트를 통한 비주얼 퍼포먼스 작업도 이어가며 텍스트 밖으로 자신의 공간을 확장했다. 한국인 최초로 인터내셔널 부커상을 수상했으며, 아시아 최초로 노르웨이 ‘미래 도서관’ 프로젝트 참여 작가로 선정되는 등의 쾌거를 이루며 국경을 넘어 한국문학의 센세이션이자 상징인 이름이 된 그를 ‘디 에센셜 한국작가 편’의 첫번째 작가로 선보인다.   『디 에센셜 한강』에는 장편소설 『희랍어 시간』과 단편소설 「회복하는 인간」 「파란 돌」 두 편, 시 다섯 편, 산문 여덟 편이 담겨 있다. ‘상실의 고통을 안고 사는 이들이 마주한 한줄기 빛’이라는 한강 소설의 미학이 응축된 작품들이다. 한 권으로 만나는 다양한 장르의 작품을 통해 작가가 그려나가는 문학 지도를 더 잘 들여다볼 수 있으리라 기대한다. 예전의 나는 나와 같은 사람이기보다 닮은 사람(들)이다. 교정지를 읽는 동안 그 사람(들)과 묵묵히 함께 있는 것 같았다. 사주에 역마가 들어서인지 무던히도 여러 곳을 옮겨다니며 살아왔는데, 오직 쓰기만을 떠나지 않았고 어쩌면 그게 내 유일한 집이었다는 생각도 하게 되었다.                                ",119266745.jpg
12,돈의 심리학 (30만 부 기념 스페셜 에디션),모건 하우절,인플루엔셜,2021년 01월 13일,396쪽 | 690g | 140*210*30mm,양장,경제 경영,"가장 크게 성공한 투자자 vs. 가장 크게 파산한 투자자무엇이 이 둘의 운명을 갈랐는가‘소설가의 기술을 가진 금융작가’ ‘스토리텔링의 천재’ 최우수 비즈니스 작가상 수상에 빛나는 모건 하우절의 역작왜 누군가는 부자가 되고, 왜 누군가는 실패자로 남는가전 월스트리트저널 기자가 수많은 취재와 연구 끝에 깨달은 부의 비밀월스트리트저널에서 10년 넘게 금융과 투자에 대한 글을 써온 칼럼니스트이자 콜라보레이티브 펀드 파트너로 활동중인 모건 하우절의 첫 책이다. 출간 즉시 아마존 투자 분야 1위를 차지했고 개인 투자자부터 전문 컨설턴트까지 극찬 세례를 받으며 명실상부 ‘2020 아마존 최고의 금융도서’로 평가받는다.《돈의 심리학》은 총 20개 스토리로 구성되어 있다. ‘스토리텔링의 천재’ ‘소설가의 기술을 가진 금융 작가’라는 별명답게 모건 하우절이 들려주는 20개의 투자 스토리는 대단히 매력적이다. 하나하나 실화와 실증에 바탕을 두되 이야기의 재미와 투자의 교훈을 빠짐없이 담아냈다. 제2차 세계대전 당시 독일의 탱크 부대 이야기, 마이크로소프트 창업에 관한 빌 게이츠의 고백, LA에서 주차 대행 아르바이트를 하던 시절 페라리에 얽힌 에피소드, 워런 버핏의 놀라운 수익률의 비밀까지 다양한 이야기를 흥미롭게 전개하여 읽는 이들을 단번에 사로잡는다. 또한 그 끝에는 하나같이 감탄을 부르는 탁월한 통찰을 담고 있다. 부에 관한 문제는 결국 학력, 지능, 노력과 직접적 관련이 없으며 돈에 관한 인간의 편향, 심리, 다시 말해 ‘돈의 심리학’과 밀접한 관련이 있음을 깨닫게 한다.                                                 ",96547408.jpg
13,트렌드 코리아 2024,김난도,미래의창,2023년 10월 05일,9788959897179,416,경제 경영,"DRAGON EYES
청룡을 타고 비상하는 2024를 기원하며!

모든 일은 서서히 준비되고 있다가 갑작스럽게 나타난다. 챗GPT가 그랬다. 인공지능 기술과 이야기가 수도 없이 나왔지만, 챗GPT만큼 우리에게 충격을 주는 것은 없었다. 무엇이 달랐던 것일까? ‘자연어’ 소통이 가능하다는 점일 것이다. “가장 인기 있는 새로운 프로그래밍 언어는 영어”라는 말이 나오는 이유다. 여기서 말하는 ‘영어’는 한국어도 될 수 있고, 일본어도 될 수 있다. 그러니까 그냥 평상시의 말과 글로 이루어지는 인공지능 시대에 돌입한 것이다.모든 학자들이, 모든 책들이 ‘AI’와 ‘인공지능’, ‘챗GPT’를 얘기하는 이 시점에서 『트렌드 코리아 2024』는 인간의 역할 혹은 역량에 주목했다. 중요한 점은 이것이다. 즉, AI는 자신이 내놓은 결과물을 평가할 수 없다. 그것에 점수를 매기고 그 결과물을 채택할지 말지를 결정하는 것은 궁극적으로 인간의 몫이다. 미드저니가 아무리 환상적인 그림을 그릴지라도, 그 마지막 터치는 인간에게 남겨져 있다. 바로 ‘화룡점정’이다. 오롯이 인간만의 역량을 최대한 끌어올리는 것. 이를 위해 우리는 무엇을 알아야 하고, 무엇을 준비해야 할까? 2배속 사회에서 균형점을 찾기 위한 여백은 무엇인가? 올해의 〈트렌드 코리아〉는 유독 천천히 읽기를 권한다. 

                                                ",122426425.jpg
14,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어,페이지2북스,2023년 10월 30일,9791169850445,352,인문,"“얄팍한 행복 대신 단단한 외로움을 선택하라!”니체, 톨스토이, 아인슈타인에게 영감을 준 쇼펜하우어의 삶과 지혜에 대한 격언“나는 쇼펜하우어를 읽으며 여태껏 한 번도 몰랐던 강력한 기쁨을 만끽했다.” _톨스토이“쇼펜하우어는 모든 희망을 잃고도 진리를 추구한 유일한 인물이다.” _니체“이 책이 지금의 명성을 얻은 데는 분명한 이유가 있다. 우아하고 매우 실용적이다.” _로버트 짐머철학자들의 철학자로 불리는 쇼펜하우어에게는 늘 비관론자, 비평가, 아웃사이더 등의 꼬리표가 따라다녔다. 하지만 그는 누구보다 인간적인 시선으로 삶의 진리를 추구하던 사람이었다. 1851년 출간된 이 책에서 그는 냉소적이지만 누구보다 현실적인 행복의 의미를 풀어냈고, 200년이 지난 지금까지 많은 사람에게 읽히며 살면서 한 번은 꼭 읽어야 할 철학의 고전으로 평가받고 있다.                                ",122944685.jpg
15,"바람이 분다, 가라",한강,문학과지성사,2010년 02월 26일,9788932020006,390,소설/시/희곡,"“그날 새벽 폭설이 그 모든 흔적을 덮었다”2024 노벨문학상 수상 작가 한강삶과 죽음의 경계 위에서간절하게 숨 쉬어야만 했던그들의 이야기삶을 향해 묵직한 질문을 던지는 작가한강 네번째 장편소설1993년 계간 『문학과사회』 겨울호에 시 「서울의 겨울」 외 4편을 발표하고 이듬해 『서울신문』 신춘문예에 단편소설 「붉은 닻」이 당선되어 작품 활동을 시작한 한강이 펴낸 네번째 장편소설이다. 나직하지만 힘 있는 문장과 시정 어린 문체로 안온한 일상에 잠재해 있는 인간의 본질적 욕망과 삶의 진실을 줄기차게 탐문해온 작가는 한국소설문학상(1999), 오늘의 젊은 예술가상(2000), 이상문학상(2005), 동리문학상(2010), 만해문학상(2014), 황순원문학상(2015), 인터내셔널 부커상(2016), 말라파르테 문학상(2017), 김유정문학상(2018), 산클레멘테 문학상(2019), 대산문학상(2022), 메디치 외국문학상(2023), 에밀 기메 아시아문학상(2024), 노벨문학상(2024) 등을 수상하며 꾸준히 국내외의 주목을 받고 있다.『바람이 분다, 가라』는 작가가 2005년 가을 무렵부터 구상에 들어가 계간 『문학과사회』에 2007년 가을부터 이듬해 가을까지 일 년 반 동안 이야기의 중반을 연재했고, 다시 일 년 남짓의 시간을 들여 처음부터 새로 고쳐 완성한 것으로 무려 4년 6개월여의 긴 시간이 투여된 작품이다. 촉망받던 한 여자 화가의 의문에 싸인 죽음을 두고, 각자가 믿는 진실을 증명하기 위해 마치 격렬한 투쟁을 치르듯 온몸으로 부딪치고 상처 입는 사람들의 이야기가 400여 페이지에 걸쳐 펼쳐진다. 새벽의 미시령 고개에서 사십 년이란 시간의 간격을 두고 일어난 두 차례의 자동차 사고, 그리고 그에 얽힌 인물들의 내밀한 사연이 진실을 캐묻는 화자 이정희의 기억과 힘겨운 행보를 따라 전개된다. 인물들의 감정의 흐름이나 그들의 관계, 소설이 전개되는 방식과 문체, 시간의 복잡한 흐름까지 계속해서 충돌하고 부딪치면서 격렬한 숨과 서사의 파동으로 꿈틀대는 『바람이 분다, 가라』를 통해 작가는 질문한다. 매 순간 흔들리고 번민하는 삶의 날카로운 경계 위에 서 있는 우리는 지금 이 삶을 어떻게 살아야 하는가. 살아내는 것으로 진실한 빛을 얻을 수 있는가, 과연. 한강은 작품 출간 즈음 한 인터뷰에서 “소설의 방식을 부수면서, 동시에 소설의 육체를 가진 소설”(「이 작가: 한강-작가 인터뷰」, 『문학과사회』 2010년 봄호, p. 341)을 쓰고 싶었다고 말한다. 삶과 죽음의 경계뿐 아니라 생의 기원, 타인에 대한 이해와 사랑, 기억의 전유와 그것의 재구성, 우리 안의 광기와 어두운 욕망의 정체, 삶에의 강렬한 의지, 자연과 예술을 대하는 곡진한 시선 등 그간 작가 한강의 문학에서 단편적으로 다뤄져왔던 요체들이 이번 장편에서 함께 녹아 눈부신 빛을 발하고 있다.                                 ",MidCate04.jpg
16,긴긴밤,루리,문학동네,2021년 02월 03일,9788954677158,144,어린이,"제21회 문학동네어린이문학상 대상 수상작 『긴긴밤』
세상에 마지막 하나 남은 흰바위코뿔소와 
코뿔소 품에서 태어난 어린 펭귄.
그땐 기적인 줄 몰랐다, 머리부터 발끝까지 모든 것이 다른 우리에게 서로밖에 없다는 게.

세상에 마지막 하나 남은 코뿔소가 된다면, 소중한 이를 다 잃고도 ‘마지막 하나 남은 존재’의 무게를 온 영혼으로 감당해야 한다면 어떠할까? 친구의 마지막 부탁을 들어주기 위해, 어린 생명이 마땅히 있어야 할 안전한 곳을 찾아 주기 위해 본 적도 없는 바다를 향해 가는 마음은 어떤 것일까? 

이 책은 지구상의 마지막 하나가 된 흰바위코뿔소 노든과 버려진 알에서 태어난 어린 펭귄이 수없는 긴긴밤을 함께하며, 바다를 찾아가는 이야기이다. 울퉁불퉁한 길 위에서 엉망인 발로도 다시 우뚝 일어설 수 있게 한 것은, 잠이 오지 않는 길고 컴컴한 밤을 기어이 밝힌 것은, “더러운 웅덩이에도 뜨는 별” 같은 의지이고, 사랑이고, 연대이다.

                                                ",97255028.jpg
17,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어,포레스트북스,2023년 06월 21일,9791192625553,264,인문,"* 20주 연속 철학 1위! 10만 부 돌파 기념 스페셜 에디션!* 조선, 동아, 한겨레, 서울, 한국에 소개된 책!* 서울대 학생이 많이 읽은 도서 20 선정!온전하고 자유로운 삶을 위한쇼펜하우어의 독한 가르침“인간의 불행 중 상당수는혼자 있을 수 없어서 생기는 일이다”쇼펜하우어는 니체의 철학, 헤세와 카프카의 문학, 프로이트와 융의 심리학에 지대한 영향을 끼친, 19세기 서양 철학계의 상징적인 인물이다. 그는 “인생은 의미가 없다. 그러므로 태어나지 않는 것이 최선이고, 태어났다면 최대한 빨리 죽는 것이 차선이다.”라고 말해 흔히 염세주의자로 알려졌지만, 그 어떤 철학자, 작가보다 치열하게 살았다. 이 책은 『당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까』가 출간 6개월 만에 독자들의 사랑을 받으며 10만 부 돌파 베스트셀러가 된 것을 기념해 펴낸 스페셜 에디션이다. 쇼펜하우어가 세상을 떠난 지 150년의 세월이 흘렀지만, 우리가 오늘날까지 쇼펜하우어를 기억하고 그가 남긴 저서에서 인생의 해답을 찾으려는 이유가 뭘까? 그것은 쇼펜하우어가 인생 그 자체를 텍스트 삼아 삶의 고통을 철학으로 승화시켰기 때문이다. 인생은 고통이며, 고통은 집착에서 비롯되고, 따라서 집착을 버림으로써 우리는 고통의 소멸에 이를 수 있다는 ‘비관에 대한 비관’을 제시했기 때문이다. 그래서 그의 철학은 행복해지고 싶어서 결국 불행해져 버린 현대인들에게 시사하는 바가 크다.쇼펜하우어는 일평생 열한 권의 책을 썼고, 그중 생전에 출판된 저서는 여덟 권이다. 괴테를 비롯한 수많은 사람과 편지를 주고받았고, 1만 페이지가 넘는 일기를 거의 하루도 빼놓지 않고 썼다. 『당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까』는 그의 도서들과 편지, 일기 등에서 쇼펜하우어의 삶에 대한 통찰과 정곡을 찌르는 인생 조언을 모아 엮은 책이다. 쇼펜하우어를 알고 있는 사람도, 알지 못했던 사람도 이 책을 읽게 되는 순간, 옛 철학자의 독설 안에 감춰진 열망과 투지를 느낄 수 있을 것이다.                                ",119562091.jpg
18,최소한의 한국사,최태성,프런트페이지,2023년 06월 21일,9791198243430,352,역사,"대한민국 대표 역사 강사 최태성의5천 년 역사가 단숨에 이해되는 핵심 한국사‘외워야 할 것 많고 어려운 한국사, 쉽고 빠르고 재미있게 핵심 내용만 알 수 없을까?’ 많은 사람이 역사 공부에 앞서 품는 이 질문에 답하기 위해 대한민국 대표 역사 강사 최태성이 나섰다. 한국사 교과서 저자이자 누적 수강생 700만 명에 이르는 한국사 1등 강사로서 복잡하고 어려운 말 없이 우리 역사에서 반드시 알아야 할 핵심 한국사를 엄선해 한 권에 담았다. 고조선이 건국된 기원전 2333년부터 6·15 남북공동선언이 발표된 2000년까지, 반만년 역사가 단숨에 이해되는 한국사 입문서『최소한의 한국사』다.단 한 권으로 한국사의 맥락을 파악할 수 있도록 이 책은 중요한 사건, 인물, 문화유산을 두루 다루며 한국사의 주요 장면을 조명하고 역사의 큰 흐름을 잡는다. 시험에 나오기 때문에 중요한 이야기가 아니라 우리의 현재와 미래를 이해하기 위해 필요한 이야기를 담았기 때문에 교양으로서 역사를 공부하고 싶은 사람들에게 친절한 안내서가 되어줄 것이다. 이제 연도와 사건을 외워야 한다는 부담감은 내려놓고 재미와 의미로 가득한 5천 년 우리 역사를 이해하기 위한 최소한의 지식,『최소한의 한국사』 속으로 떠나보자.                                 ",119458052.jpg
19,데일 카네기 인간관계론 (50만부 돌파 초판 무삭제 완역본),데일 카네기,현대지성,2019년 10월 07일,9791187142560,352,자기계발,"*온·오프라인 서점과 모든 유통 플랫폼에서종이책, 전자책, 오디오북 전 영역에 걸쳐『인간관계론』 한글판 판매량 압도적 1위누적 판매량 500,000+ 독자 리뷰 10,000+ 평점 4.8/5.0 * 영문학 박사 임상훈이 원작의 의도와 말맛을고스란히 살려 우리말로 옮긴, 가장 카네기다운 번역 * 최초·최고의 자기계발서로 꼽히는 카네기 불후의 명저를개정판 누락 내용(5~6부)까지 온전히 담아낸 초판 완역본사람의 마음을 사로잡는 가장 빠르고 확실한 방법!데일 카네기가 전하는, ‘성공하는 인간관계’의 비밀사람을 다루는 핵심 원리는 무엇일까? 어떻게 하면 호감 가는 사람이 될 수 있을까? 원하는 것을 얻어내는 가장 효과적인 방법은 무엇일까?  인간관계는 친구를 만들고 적을 만들지 않는 것에서 시작된다. 『데일 카네기 인간관계론』은 이런 인간관계의 핵심을 꿰뚫는다. “친구를 만들고, 사람을 설득하는 법”이라는 제목으로 1936년 출간된 데일 카네기의 책은 세기가 바뀐 지금까지도 전 세계 수많은 사람에게 영향을 끼치고 있다. 이후에 나온 모든 자기계발서가 이 책의 영향을 받았다고 해도 과언이 아니다. 세계적인 투자자 워런 버핏의 인생을 바꾼 책이자, 누구나 꼭 읽어야 할 필독서이기도 하다. 『데일 카네기 인간관계론』은 가장 단순하고 실용적인 원칙들로 복잡한 인간관계에 대한 우리의 고민을 명쾌하게 해결해준다. 이 책은 1936년 출간된 초판을 완역해 원전의 맛을 살렸다. 데일 카네기가 그 당시 무엇을 보고 어떤 생각을 하며 이 책을 썼는지 이해할 수 있게 된 셈이다. 카네기의 생생한 말과 함께 시대를 초월하고 지역을 뛰어넘은 세계적인 베스트셀러를 만나보자.                                ",79297023.jpg
20,생각이 너무 많은 어른들을 위한 심리학,김혜남,메이븐,2023년 09월 25일,9791190538602,320,인문,"“완벽한 때는 결코 오지 않는 법이다.
그러니 더 이상 고민만 하지 말고 무엇이든 해 보라.
그것이 당신의 인생을 단단하게 만들어 줄 것이다.”

30만 독자의 공감을 얻은 『만일 내가 인생을 다시 산다면』의 작가 김혜남이 생각이 너무 많아 자꾸만 머뭇거리고 흔들리는 어른들에게 해 주고 싶은 말들을 담은 책이다. 30대를 어떻게 보내느냐에 따라 40대 이후의 삶은 정말 많이 달라진다. 그만큼 30대에는 향후 인생을 좌우하는 중요한 결정들을 많기 때문에 선택에 신중을 기할 수밖에 없다. 하지만 문제는 생각이 많아질수록 긍정적인 생각보다 부정적인 생각을 더 많이 하게 되며, 한번 부정적인 생각을 시작하면 멈출 줄을 모른다는 것이다.

저자는 지난 30여 년 동안 정신분석 전문의로 일하며 수많은 환자들을 만나 왔다. 그들은 대부분 자신과 타인, 세상에 대해 부정적이었다. 그리고 사랑받을 만한 가치가 없는 사람이라며 스스로를 비하하고, 내일이 오지 않았으면 좋겠다고도 했다. 그런데 놀랍게도 그들은 정신분석 치료를 받으며 매번 부정적인 생각을 하게 되는 원인을 찾아냄으로써 캄캄한 동굴을 스스로 빠져나왔다. 그러므로 사소한 일들을 할 때조차 걱정과 고민이 너무 많다면, 이제는 매번 자신의 발목을 붙잡고 놔주지 않으며, 꼼짝도 못 하게 만드는 것이 무엇인지를 찬찬히 들여다봐야 할 때다. 부정적인 생각을 하게 되는 근본 원인을 찾아 그것을 해결해야만 생각의 함정에 빠지지 않을 수 있고, 좀 더 후회 없는 인생을 만들어 갈 수 있기 때문이다. “완벽한 때는 결코 오지 않는 법이다. 그러니 더 이상 고민만 하지 말고 무엇이든 해 보라. 그것이 당신의 인생을 단단하게 만들어 줄 것이다.”

그밖에도 책에는 30년 동안 만나온 수많은 환자들의 삶에서 길어 올린 인생에 대한 통찰, 그리고 두 아이의 엄마, 시부모님을 모시고 사는 며느리, 한 남자의 아내에서 두 손주의 할머니가 되기까지의 경험들을 토대로 전하는 진솔한 인생 조언 47가지가 담겨 있다. 2011년 출간된 『어른으로 산다는 것』이 독자들의 입소문으로 10만 부 베스트셀러가 된 것을 기념해 펴낸 전면 개정증보판이다.

                                                ",122428190.jpg
